137,2
149,6
195,0
157,0
134,5
178,2
154,6
134,5
133,5
158,6
153,2
132,6
134,8
147,5
223,9
225,2
147,2
150,2
140,3
158,0
145,5
140,0
141,1
150,2
166,8
139,3
132,7
